username,tweet_id,date,text,tweet_length,topic,topic_labels,sentiment
williamsruto,1417040780628316160,2021-07-19 08:37:04+00:00,"Distributed goats to the Muslim community, led by Sheikh Hassan Omar, the National Treasurer Council of Imams and P ",116,5,,neutral
williamsruto,1526478992316026880,2022-05-17 08:25:27+00:00,"Division of Administrative Services and Joshua Bird Political Affairs Officer, Office of the Director General . ",112,18,politics,neutral
williamsruto,1493633325747027971,2022-02-15 17:08:29+00:00,Hustlers are the engine of our economy and it is vital that we provide a conducive enviroment for them to power us ,115,1,,positive
railaodinga,844588927453462529,2017-03-22 16:37:46+00:00,We understand the desperation of the President for something to hang on to and reenergise his depressed 2013 voting ,116,0,insecurity,neutral
williamsruto,1444929865208279041,2021-10-04 07:38:20+00:00,We laud the church for its partnership with the government in the delivery of social services such as education and ,116,4,education,positive
railaodinga,1469348003987263498,2021-12-10 16:47:17+00:00,My fellow countrymen and women from across all corners of our Nation deserve to live better and more fulfilling liv ,116,10,,positive
williamsruto,1466764701526863880,2021-12-03 13:42:10+00:00,"Welcomed MCAs Bethwel Mwambu Mbakalo Jubilee , Simiyu Wamusai Siboti Ford Kenya and other leaders from Trans Nzo ",113,0,politics,positive
railaodinga,1468208018680692741,2021-12-07 13:17:24+00:00,RT Ndugu Emmanuel Musindi pia amesema Lelo Ni Lelo TukutaneKasarani OneLove Inawezekana ,88,11,love,neutral
williamsruto,1451537546115264523,2021-10-22 13:14:53+00:00,"Financing small enterprises and facilitating farmers through affordable, quality inputs and finding ready markets f ",116,6,,positive
railaodinga,1522578494164717568,2022-05-06 14:06:15+00:00,We wish Africa s fastest man all the best as he takes to the track on home soil tomorrow at the Kip ,100,15,sports,positive
railaodinga,1323200797061058560,2020-11-02 09:50:28+00:00,"RT President Uhuru Kenyatta is in Naivasha, Nakuru County for a meeting with Parliamentarians from both the Senate and th ",122,8,politics,neutral
williamsruto,1439546601396125706,2021-09-19 11:07:09+00:00,"Present were Turkana Governor , MPs Kikuyu , Mathira , ",55,13,,neutral
williamsruto,1519671530535505920,2022-04-28 13:35:01+00:00,The United Democratic Alliance acknowledges the exemplary show of leadership by Mr Tony Gachau who has accepted to ,115,17,,positive
railaodinga,1397095322741059584,2021-05-25 07:40:56+00:00,"In an earlier century, our ancestors were forcefully taken through the doors of no return, to start a journey of ",113,14,violence,neutral
railaodinga,1279287766946320387,2020-07-04 05:35:46+00:00," james Bobby, from the first day of our encounter when you were a baby, I knew that ",84,0,family,neutral
railaodinga,1047666981602824194,2018-10-04 01:57:27+00:00,My prayers are with the family.,31,5,family,neutral
williamsruto,1463918848218914818,2021-11-25 17:13:46+00:00,"Our path breaking Bottom Up Economic Model places the interests of small scale farmers like those in Molo, Keringet ",116,17,,neutral
railaodinga,1501485851683049473,2022-03-09 09:11:37+00:00,"Wajir County, tuko area. ",25,2,,neutral
williamsruto,1413459161510154242,2021-07-09 11:24:59+00:00,"It was such a pleasure meeting Elizabeth again. We agreed to keep talking, and that both of us will keep fighting f ",116,3,,positive
williamsruto,1452924641056546826,2021-10-26 09:06:43+00:00,It is time to embrace the revolutionary Bottom Up Economic Model that will empower millions of ordinary Kenyans. ,113,1,,positive
williamsruto,1517135047991734272,2022-04-21 13:35:57+00:00,"Our direct, intentional and proactive engagement with the Boda Bodas, Mama Mbogas, farmers and other traders offers ",116,8,,neutral
railaodinga,1009351134279028736,2018-06-20 08:23:57+00:00,Paying my respects and condoling with the family of the Late Senator Ben Oluoch Okello at Lee Funeral Home. The cru ,116,15,family,neutral
williamsruto,1512390536505741312,2022-04-08 11:22:57+00:00,Hatupangwingwi ,15,0,family,neutral
williamsruto,1406262330044846087,2021-06-19 14:47:21+00:00,We are constructing and equipping technical colleges in every corner of the country with a renewed focus on compete ,116,2,education,positive
williamsruto,1444245989158686721,2021-10-02 10:20:51+00:00,"Acknowledging greetings from traders and residents at Kenol, Murang a County after the launch of Spirit TV a loca ",114,8,space,positive
railaodinga,1337657110717411329,2020-12-12 07:14:42+00:00,Happy JamhuriDay2020 ,21,9,family,positive
railaodinga,1543254954273546242,2022-07-02 15:27:08+00:00,Siaya wayiee ni uwuog ute duto tarik ochiko dwe mar aboro ugo ombulu. Nyalore ,78,8,,neutral
williamsruto,1486766262520737794,2022-01-27 18:21:14+00:00,"Like every other taxpayer, Mama Mboga, boda boda and other small traders deserve our support. ",94,8,,positive
williamsruto,1453014911357960202,2021-10-26 15:05:25+00:00,"We do not have the luxury of hate and division in our politics. As leaders, we must be issues driven, responsive an ",116,17,politics,neutral
williamsruto,1526608069358125056,2022-05-17 16:58:21+00:00,"In the event were Party Leaders ANC , Ford Kenya , Tujibebe , ",62,3,politics,neutral
williamsruto,1501578749157986308,2022-03-09 15:20:46+00:00," Tharaka Nithi , Kiharu , Vincent Kimose West Mugirango , Kimani Kuria Molo , UDA Chairm ",89,2,family,neutral
railaodinga,832948265486254080,2017-02-18 13:41:56+00:00,"Addressing the people in Kakuma, Turkana County. ",49,3,,neutral
railaodinga,1497522528016871428,2022-02-26 10:42:47+00:00,RT ODMDeclaration Its now full speed ahead. AzimioLaUmoja Inawezekana ,70,11,politics,neutral
railaodinga,877162399886868480,2017-06-20 13:53:07+00:00,The trainings at Embakasi barracks have every semblance with what was done to support PNU in the lead up to the 200 ,116,2,politics,neutral
railaodinga,1154362406132490241,2019-07-25 12:06:59+00:00,"Attended the official opening of 's Industrial Park in Ruiru, Kiambu County which shall be a distributi ",104,14,space,neutral
williamsruto,1542580156425961474,2022-06-30 18:45:43+00:00,"During the launch of the PLAN Kenya Kwanza Manifesto, Kasarani Stadium, Nairobi County. ",88,5,politics,neutral
railaodinga,914090115382657024,2017-09-30 11:30:41+00:00,We keep marching on towards victory in Mudete NoReformsNoElections ,67,12,,positive
williamsruto,1411309690382913536,2021-07-03 13:03:45+00:00,During a consultative meeting with more than 200 Members of County Assembly from Mt Kenya Region in Karen Residence ,116,3,,neutral
railaodinga,1540990489897336833,2022-06-26 09:28:57+00:00,Wad mahadsantihin Rer Bute iyo Wajir County. Wan so noqoneyna in shaa Allah . Inawezekana ,90,2,,neutral
railaodinga,1012692103363637248,2018-06-29 13:39:47+00:00,Departing for a one week tour of India accompanied by Mama ,59,7,family,neutral
railaodinga,1498744380202565632,2022-03-01 19:38:00+00:00,Congratulations . ,18,6,,positive
railaodinga,1427578527906508801,2021-08-17 10:30:18+00:00,We want every child no matter their pedigree or identity to think and believe that it can be morning in Kenya a ,112,16,,neutral
railaodinga,906566702586056704,2017-09-09 17:15:19+00:00,"Our quest for justice continues untiringly until we arrive in Canaan, our destination NasaForChange ",100,9,space,neutral
williamsruto,1526479009537830912,2022-05-17 08:25:31+00:00,"Stephen Jackson UN Resident Coordinator , Maniza Zaman UNICEF Representative Kenya , Carla Mucavi FAO Director ",111,17,,neutral
williamsruto,1442922067850977281,2021-09-28 18:40:03+00:00,Their direct interaction and engagement with the ordinary people offers them a unique opportunity to identify the c ,116,11,,positive
williamsruto,1533473522785345538,2022-06-05 15:39:13+00:00,Job creation for our youth is our priority as Kenya Kwanza. We don't believe we have an illiterate population as cl ,116,16,,neutral
railaodinga,861479458540314625,2017-05-08 07:14:43+00:00,Africa is crying for moral voices that speak truth to power.We have a history of religious leaders who have saved their nations thro' truth,139,6,,neutral
railaodinga,1488491696841273350,2022-02-01 12:37:30+00:00,"Those who gave their all for our nation deserve a central place in our nation's history. Given this backdrop, I w ",114,17,,positive
williamsruto,1469606561379233797,2021-12-11 09:54:42+00:00,"Led a consultative meeting of leaders from Turkana, Karamoja, Nyangatom and Dassanach and witnessed the signing of ",115,3,,neutral
williamsruto,1463162136310517765,2021-11-23 15:06:52+00:00,Water is a valuable ingredient in our Bottom Up Economic Model because it drives economic growth and contributes to ,116,17,,positive
williamsruto,1467124884228775946,2021-12-04 13:33:24+00:00,"I admire the spirit and tenacity I see in the women groups of Konyu in Kieni, Mathira constituency and across the c ",116,8,,positive
railaodinga,1088147955545227265,2019-01-23 18:54:24+00:00,"Your question rendered in lyrics, What Shall We Do May still have no answer. But be assured Africa and the world ",113,0,,neutral
williamsruto,1417477736575250446,2021-07-20 13:33:22+00:00,"It is time for Kenyans to assess, scrutinize, evaluate and choose between development agendas now in public domain ",115,14,,neutral
williamsruto,1518960769894952962,2022-04-26 14:30:43+00:00,"Hon. Jackson Kiptanui, Hon. Daniel Rono and Architect Shadrack Tulon led by Senator have agreed to sup ",103,6,,neutral
railaodinga,1480912001794723846,2022-01-11 14:38:29+00:00,"It s gonna be a sizzler this evening. Nigeria vs Egypt. Looking forward to it, who you with AFCON2021",101,15,sports,positive
railaodinga,1162737677449551872,2019-08-17 14:47:19+00:00,Great effort narrowly missing out on automatic qualification for the Women's Rugby World Cup 2021. ,99,14,sports,positive
railaodinga,889602298976063488,2017-07-24 21:44:50+00:00,RT Congratulations 4 all these answers on Presidential Debate but above all thanx for demonstrating respect for ,112,10,politics,positive
railaodinga,1437392401711128576,2021-09-13 12:27:08+00:00,Kenya belongs to us all. We must begin thinking of how to build a country where citizens and leaders are free to pu ,116,6,family,positive
williamsruto,1505215789674160137,2022-03-19 16:13:04+00:00,"We have joined hands to form a Government that will see marginalised areas access basic services such as health, wa ",116,14,politics,positive
railaodinga,907646562393886720,2017-09-12 16:46:18+00:00,We wish to clearly state that there shall be no elections without reforms at the IEBC. We shall not partake in anot ,116,16,,neutral
railaodinga,1024938951189176320,2018-08-02 08:44:23+00:00,A delegation from Wajir County called on me at Capital Hill sq this morning. We discussed recent political developm ,116,12,politics,neutral
williamsruto,1441346051869265929,2021-09-24 10:17:32+00:00, ,1,0,,neutral
williamsruto,1504808618193002516,2022-03-18 13:15:07+00:00,"Present were MPs , Geoffrey Kingangi, Njeru Ndwiga and Eric Muchangi. ",70,3,,neutral
railaodinga,1093121991794716673,2019-02-06 12:19:26+00:00,Held talks with President Felix Tshisekedi of the DRC who is visiting the country focusing on areas of mutual inter ,116,1,,neutral
williamsruto,1441687381590093824,2021-09-25 08:53:51+00:00,"Sabbath service at Awendo Central Seventh Day Adventist Church in Awendo, Migori County. ",89,14,,neutral
williamsruto,1447128000277798912,2021-10-10 09:12:56+00:00, ,1,0,,neutral
williamsruto,1541627055577726977,2022-06-28 03:38:26+00:00," Waruguru, Gideon Keter, , Wilson Sossion, Macdonald Mariga among others joined the youth at Nya ",97,15,,neutral
williamsruto,1500748068324474881,2022-03-07 08:19:56+00:00,We wish all the students sitting for KCSE and KCPE Examinations the very best. May their efforts and preparation be rewarded with success.,138,1,education,positive
railaodinga,1514245907688169479,2022-04-13 14:15:32+00:00,"Let Alvin Linus Chivondo be released unconditionally . Criminals are now getting a reprieve to campaign freely, ",112,10,,neutral
williamsruto,1449380784406552581,2021-10-16 14:24:41+00:00, ,1,0,,neutral
railaodinga,1522633566420676609,2022-05-06 17:45:06+00:00,RT The 2nd Digital Rally with Baba. It's a New School Hip Hip Edition. AzimioDigitalRally BanjukaNaBa ,102,10,family,neutral
railaodinga,1248264734199209984,2020-04-09 15:01:18+00:00,"With our unrelenting faith and effort, just as those of the disciples back them, the forces of fear, gloom and deat ",116,17,insecurity,neutral
williamsruto,1418164590018502658,2021-07-22 11:02:41+00:00,Leaders must commit to compete with each other on the platform of ideas and issues. Rather than engaging in insults ,116,2,politics,neutral
railaodinga,959148466868977665,2018-02-01 19:36:29+00:00,"I joined the family of my late friend and former Vice President Michael Kijana Wamalwa, in mourning the passing of ",115,15,family,neutral
railaodinga,1468641654525595650,2021-12-08 18:00:31+00:00,Ngumi ni mbwegze Hope I got it right Hawa maboyz watukuwa Kasa on Friday. TukutaneKasarani ,91,10,,neutral
railaodinga,917048201483395072,2017-10-08 15:25:03+00:00,President Kenyatta needs to stop the victim in chief mentality and take responsibility for the country's economic s ,116,9,,neutral
williamsruto,1416389884554711040,2021-07-17 13:30:38+00:00,He was a dedicated samaritan and industrious figure who zealously offered divine counsel to the community. Past the ,116,14,,positive
railaodinga,956080911698800640,2018-01-24 08:27:07+00:00,I am thankful for the courtesy call by Luanda MP Chris Omulele as we head towards our nation's big day. ,104,18,,positive
railaodinga,1254314847753383936,2020-04-26 07:42:18+00:00,Food should never be an issue in Africa. We own most of the world s arable land and over half of our population is ,115,2,insecurity,neutral
railaodinga,1469225886906003457,2021-12-10 08:42:02+00:00,The AzimioLaUmoja Convention. Inawezekana ,42,11,,neutral
williamsruto,1444661921647677442,2021-10-03 13:53:37+00:00,The Hustler Nation s priority is the creation of jobs and expansion of business opportunities through the establish ,116,1,,positive
williamsruto,1502570552644575236,2022-03-12 09:01:50+00:00,The Kenya Kwanza team is growing bigger each day. 30 elected MCAs from Kiambu County led by County Assembly Speaker ,116,3,sports,positive
williamsruto,1460631834048532495,2021-11-16 15:32:21+00:00,"Our thoughts and prayers to the families of the 11 people who have lost their lives at the Thura Bridge, Embu Count ",116,15,family,neutral
railaodinga,1518989771011469313,2022-04-26 16:25:57+00:00,"The US is a steadfast development partner of Kenya. As the world focuses on recovery after the economic slowdown, ",114,17,,positive
williamsruto,1449409146126848004,2021-10-16 16:17:23+00:00,"Under the radical Bottom Up Economic Development Plan, we will sustainably fund these enterprises and shield them f ",116,17,,positive
railaodinga,1395702125611700226,2021-05-21 11:24:52+00:00,History has been made Congratulations Chief Justice Martha Koome. ,66,8,,positive
railaodinga,1525485944815616000,2022-05-14 14:39:26+00:00,Asanteni Wapwani Tuendelee na safari pamoja Inawezekana ,56,11,,neutral
railaodinga,1423001681705512977,2021-08-04 19:23:33+00:00,Mzee Ajwang exemplified the dignity of Luo traditions that many were running from. He led a polygamous family where ,116,12,family,neutral
railaodinga,913378010367062016,2017-09-28 12:21:02+00:00,Press Conference ,17,14,,neutral
williamsruto,1537397041290174465,2022-06-16 11:29:52+00:00,"At Manga and Nyakoria Shopping Centres in Nyamira County, interacted and shared our development programmes with the ",116,2,,neutral
williamsruto,1543660903912062976,2022-07-03 18:20:13+00:00,"Security is a key ingredient for development. Kenya Kwanza will reform the security sector, review and improve remu ",116,1,insecurity,positive
williamsruto,1535662359007662080,2022-06-11 16:36:52+00:00,"Michael Muchira Oljoroorok , Kiharu , Wanjiku Muhia EALA , a host of MCAs and aspirants. ",89,5,politics,neutral
railaodinga,1522630942749249536,2022-05-06 17:34:40+00:00,RT Mbogi Genje were on stage KULIWAKA MBAYA tune in via AzimioTV Facebook AzimioTV YouYouTube http ,99,10,,neutral
williamsruto,1530569360200409089,2022-05-28 15:19:06+00:00,"Patrick Ole Ntutu Gubernatorial Aspirant , MPs Lemanken Aramat Narok East , Gabriel Tongoyo Narok West , George ",112,13,politics,neutral
railaodinga,1430428681638486017,2021-08-25 07:15:48+00:00,"RT Wow it was a special day. I thank you all for the warm birthday wishes and, most of all, I thank God for seeing me through ",126,9,love,positive
railaodinga,1493476317387444225,2022-02-15 06:44:36+00:00,RT Well the big day is here Do not miss out BabaTheArtist ,58,9,family,positive
railaodinga,906214105660481537,2017-09-08 17:54:14+00:00,Thank you Machakos County for your very warm welcome and undertaking to continue the journey with us MbelePamoja ,113,17,,positive
williamsruto,1430095571209965568,2021-08-24 09:12:08+00:00, ,1,0,,neutral
railaodinga,1167808621612285952,2019-08-31 14:37:26+00:00,Presided over the official opening of the Ugunja Technical and Vocational College at Mbosie Village in Ugunja Const ,116,14,education,neutral
railaodinga,921311197177118721,2017-10-20 09:44:41+00:00,At a funeral service as we mourn the victims of police brutality in Bondo NotKilledInVain ,90,16,violence,neutral
railaodinga,1333071724447985666,2020-11-29 15:34:01+00:00,"In retirement, he took his professionalism to politics where we became close allies. I have lost an ally. May God g ",116,10,politics,neutral
williamsruto,1526965310619893762,2022-05-18 16:37:54+00:00,"We honour the Kenya Kwanza leadership in Laikipia County led by our Gubernatorial Candidate Joshua Irungu, Senate c ",116,18,,positive
railaodinga,1523343285083062272,2022-05-08 16:45:16+00:00,"Game ngumu leo, both sides gave it their best as it ended 1 1. I loved watching everyone give their all to aid an ",114,13,sports,positive
railaodinga,1544531584581345280,2022-07-06 04:00:00+00:00,Your imagination is the only limit. Inawezekana ,48,11,,neutral
williamsruto,1446546033224396802,2021-10-08 18:40:24+00:00,Addressed Kitengela Town small scale traders and residents after the official welcome of Kajiado East MP Peris Tobi ,116,3,,neutral
railaodinga,999986674808565760,2018-05-25 12:12:56+00:00,A section of Leaders called on me this afternoon and we had discussions regarding the Reconciliation I ,103,12,,neutral
williamsruto,1526878074989686785,2022-05-18 10:51:15+00:00,"UDA Gubernatorial Candidate Kimani Wamatangi, MPs James Wamacukuru Kabete , John Wanjiku Kiambaa , ",99,5,politics,neutral
railaodinga,1488129485295738884,2022-01-31 12:38:12+00:00,Tukutane Ol Kalou Kesho. Inawezekana AzimioMtaaniNyandarua ,59,11,family,neutral
railaodinga,1404770357597413380,2021-06-15 11:58:47+00:00,Wakamau was a dedicated Christian with a strong track record of community service who shall be missed by many. Ma ,114,4,family,positive
williamsruto,1457350835856359424,2021-11-07 14:14:50+00:00,"The attention and support we have been giving to big companies will be replicated to farmers, Mama Mboga, Taxi oper ",116,0,,positive
railaodinga,1038013326457012225,2018-09-07 10:37:17+00:00,I was glad to meet Nairobi ODM Women Leaders at the multimedia university of kenya. I deeply appreciate that they a ,116,10,,positive
railaodinga,989809078112342017,2018-04-27 10:10:48+00:00,Glad to receive a courtesy call from who's rise to Governor has inspired a whole generation of young wom ,105,9,politics,positive
williamsruto,1395385926608736257,2021-05-20 14:28:24+00:00, ,1,0,,neutral
railaodinga,900662228818546689,2017-08-24 10:13:03+00:00,Meeting with Turkana Governor Elect H.E. Josphat Nanok Koli and Senator Elect Malik Ekal in my office today. Congra ,116,2,politics,neutral
williamsruto,1445725503135129600,2021-10-06 12:19:54+00:00,"MPs present were Johana Ngeno Emurua Dikirr , Mathias Robi Kuria West , Marwa Kitayama Kuria East , Lemanken Ara ",113,18,,neutral
williamsruto,1486651096948957187,2022-01-27 10:43:36+00:00,"Zambezi, Kikuyu Constituency, Kiambu County. ",45,5,,neutral
williamsruto,1505589314612310019,2022-03-20 16:57:19+00:00,"Simon Kingara Ruiru , Patrick Wainana Thika and Former Governors Ferdinand Waititu and William . ",97,19,,neutral
williamsruto,1460934759002128386,2021-11-17 11:36:04+00:00,Nkondi and Kamarandi are home to small businesses and farmers who for years have been neglected and left exposed to ,116,1,insecurity,neutral
railaodinga,1517056647402766336,2022-04-21 08:24:24+00:00,"We are leaving no Kenyan behind. One Nation, One People. This is the road we are determined to travel with you. ",112,16,family,positive
railaodinga,1059702887515856896,2018-11-06 07:03:51+00:00,With in Liverpool last evening ahead of their match today in which they will be taking on at ,93,14,sports,neutral
williamsruto,1433748754654449665,2021-09-03 11:08:35+00:00,"This broad, inclusive and bold push will extend financial support and render a conducive investment climate that do ",116,17,,positive
williamsruto,1430156505064476675,2021-08-24 13:14:16+00:00, ,1,0,,neutral
williamsruto,1506253502267408388,2022-03-22 12:56:34+00:00,Welcomed Isiolo North Parliamentary aspirant Abdilatif Abdi Boru who ditched ODM for UDA. He was accompanied by oth ,116,5,politics,positive
railaodinga,1521813811539451905,2022-05-04 11:27:41+00:00,There is an ongoing conversation in Central Kenya as well as every other corner of our Nation. This country is sl ,114,17,,neutral
railaodinga,1354710732127023106,2021-01-28 08:39:42+00:00,RT Live from Ufungamano House ,30,15,,neutral
williamsruto,1524013909358915584,2022-05-10 13:10:05+00:00,"Julius Melly Tinderet , Paul Biego Chesumei , Abraham Kirwa Mosop , Josses Lelmengit Emgwen and Cynthia Muge ",109,19,family,neutral
williamsruto,1530604579234226176,2022-05-28 17:39:03+00:00," Kajiado East , Senator Aspirant Nakuru , Kiharu and a host of MCAs. ",69,5,politics,neutral
railaodinga,1488511804783435782,2022-02-01 13:57:24+00:00,Hats off to the people of Nyandarua for a wholesome engagement full of great submissions. Our vision for a better ,114,18,,positive
railaodinga,1088494704033964033,2019-01-24 17:52:15+00:00,I was honoured to witness the historic inauguration of President Felix Tsishekedi at the Palace of the Nation in Ki ,116,7,,positive
williamsruto,1522604562770763778,2022-05-06 15:49:51+00:00,We have this plan as Kenya Kwanza under our Bottom Up Economic Model. ,70,17,,neutral
williamsruto,1395381176517419009,2021-05-20 14:09:32+00:00,A deliberate government intervention that will put resources in small businesses will be the focal point of the bot ,116,1,,neutral
williamsruto,1494309776485924864,2022-02-17 13:56:28+00:00,It is the small businesses that sustains the livelihood of majority of Kenyans and build the economy. It is our res ,116,1,,positive
railaodinga,1533865448684535811,2022-06-06 17:36:35+00:00,It's going down at the AzimioManifestoLaunch. RailasGrandMarch ,63,1,,neutral
railaodinga,853239741004820480,2017-04-15 13:33:01+00:00,Happy Easter from and I ,24,10,family,positive
williamsruto,1441791395199549448,2021-09-25 15:47:10+00:00,"Interacting with residents of Migori County at Awendo town, Uriri and Rapogi centres after a service at Awendo Cent ",116,5,,neutral
railaodinga,1158714108784599040,2019-08-06 12:19:06+00:00,"Received a delegation from the Corridor Development Authority that brings together Kenya, Ethiopia and Sou ",107,3,,neutral
railaodinga,849213543681449984,2017-04-04 10:54:21+00:00,Our discussions centered around the nation's preparedness for the forthcoming General Election. ,96,16,politics,neutral
railaodinga,1105416663346888704,2019-03-12 10:34:04+00:00,Held a consultative meeting with MP's and MCA's from Nairobi County at Orange House during which we di ,103,12,,neutral
williamsruto,1463484325542998021,2021-11-24 12:27:08+00:00,"Nandi Governor Sang and MPs Garissa Township , Elgeyo Marakwet , ",65,13,,neutral
railaodinga,910413368179208192,2017-09-20 08:00:36+00:00,Live from the Supreme Court for the full Petition Ruling QuestForJustice ,73,1,,neutral
railaodinga,1055119993560539136,2018-10-24 15:33:04+00:00,Currently meeting the Faculty of Environment at . We are hoping to come up with a cooperation agreement with ,109,10,,positive
railaodinga,1532417253916004354,2022-06-02 17:41:58+00:00,"RT If there is anyone out there who still wonders if Ukambani is 100 in Azimio la Umoja, who still doubts the resolve of the K ",127,11,,neutral
williamsruto,1454414136423690242,2021-10-30 11:45:26+00:00,We can eliminate ethnicity and hate by designing our development programmes around national parties. This is the ph ,116,14,politics,neutral
railaodinga,1466986068515987460,2021-12-04 04:21:48+00:00,Bado Siku Sita Tuu. TukutaneKasarani ,37,9,family,neutral
williamsruto,1429415037488271362,2021-08-22 12:07:56+00:00," Kajiado Women Rep. , South Mugirango , John Njuguna Kiambaa , Senator N ",73,5,politics,neutral
railaodinga,1063117056508395521,2018-11-15 17:10:32+00:00,Busia Governor and the County MP mutua paid me a visit today during which it was agreed to p ,93,18,politics,neutral
williamsruto,1481341738405044228,2022-01-12 19:06:07+00:00,... ,4,0,,neutral
railaodinga,1354318751693479937,2021-01-27 06:42:07+00:00,"Mr Six months In 2013 our youth, university graduates and diploma holders riding Boda Bodas were assured that afte ",115,8,,neutral
williamsruto,1446510114110939137,2021-10-08 16:17:40+00:00,We are combining efforts to build a formidable national political party that is based on issues and programmes. Thr ,116,17,politics,positive
williamsruto,1442071522160431105,2021-09-26 10:20:17+00:00,"Behold, how good and how pleasant it is for brethren to dwell together in unity Psalm 133 ",90,0,family,positive
railaodinga,1428307539641442311,2021-08-19 10:47:08+00:00,We have to institute partnerships between national and county governments to address the issues of infrastructure i ,116,9,,neutral
williamsruto,1522914710093500421,2022-05-07 12:22:15+00:00,That is what Kenya Kwanza means by growing the economy from the bottom. ,72,17,,neutral
railaodinga,1511718602805817350,2022-04-06 14:52:55+00:00,There must be a way out of this fuel crisis. That is the conversation I had today with stakeholders drawn from the ,115,8,,neutral
williamsruto,1495733264656576514,2022-02-21 12:12:54+00:00,"With and , engaged Boda Bodas, Mama Mboga, miraa farmers and other traders during our B ",88,8,,neutral
williamsruto,1458818292198658050,2021-11-11 15:25:59+00:00,Supported smallscale traders at Muhuru Bay and interacted with wananchi at Suna and Migori Town on our final day of ,116,8,,neutral
williamsruto,1445320087926448128,2021-10-05 09:28:56+00:00,"We salute our teachers for their hard work and unwavered dedication in offering quality education to our children, ",115,15,education,positive
railaodinga,951742398987685888,2018-01-12 09:07:25+00:00,"Since August 8th 2017, more than 215 people have lost their lives at the hands of the Kenya Police. Families have b ",116,15,violence,neutral
railaodinga,848174804746285057,2017-04-01 14:06:46+00:00,NASA remains the best placed people's movement to effect real and meaningful change for Kenya. ,95,16,space,positive
williamsruto,1454809298190602240,2021-10-31 13:55:40+00:00,He saves the needy from the sword in their mouth he saves them from the clutches of the powerful. So the poor have ,115,19,,neutral
railaodinga,1377153906023702529,2021-03-31 07:00:52+00:00,"He was a personal friend of mine for many years. My heartfelt condolences go to his family, friends and constitue ",114,12,family,neutral
railaodinga,1502880549882445828,2022-03-13 05:33:39+00:00,The Grand March is on Azimio4OneNation ,39,16,cosmos,neutral
williamsruto,1434543761418334208,2021-09-05 15:47:39+00:00,"Empowering small businesses is the heart of the bottom up, middle out economic model. When small businesses thrive ",115,1,,positive
williamsruto,1527330210911498240,2022-05-19 16:47:53+00:00,"With leaders Running Mate , ANC , Ford Kenya , Kuria CCK , ",59,3,politics,neutral
railaodinga,1097111749927624704,2019-02-17 12:33:19+00:00,"Joined the congregation at St. Stephen s ACK, Milimani in Kisumu at the 25th anniversary memorial service for my fa ",116,2,family,neutral
railaodinga,1117767155620171776,2019-04-15 12:30:31+00:00,"Good jobs and businesses go to countries and regions with first class infrastructure. And so tomorrow, we are conve ",116,7,,positive
railaodinga,1139546209625018369,2019-06-14 14:52:42+00:00,Joined the people of Seme and the family of the late Mama Dorcas Owino Nyongo as they bade her a final farewell. Sh ,116,15,family,neutral
railaodinga,1503693173016743941,2022-03-15 11:22:44+00:00,The UK has been one of Kenya's most loyal and dependable defense and security partners. We had a robust discussio ,114,14,,positive
williamsruto,1542577925337251841,2022-06-30 18:36:51+00:00,We will revitalize farmer co operatives to provide working capital and implement well defined Guaranteed Minimum Re ,116,14,,positive
williamsruto,1435215721357877250,2021-09-07 12:17:47+00:00,"Leaders present were MPs Rigathi Gachagua Mathira , Kikuyu , Embakasi West , ",77,13,politics,neutral
williamsruto,1509141496276176897,2022-03-30 12:12:25+00:00,"Thanked the people of Ciampiu and Mwingi Towns, Kitui County for their endorsement of our Uchumi Kwanza agenda in t ",116,9,,positive
williamsruto,1537778274327216128,2022-06-17 12:44:45+00:00,"Shared our development agenda with the people of Mumias Town, Kakamega County, in the company of , ",99,3,,neutral
railaodinga,1391694516407701504,2021-05-10 10:00:03+00:00,I had a great chat this morning with Governor and together with Senator james who ,82,5,,positive
williamsruto,1514226340140142596,2022-04-13 12:57:47+00:00,MC Jessy Jasper Muthomi will join the presidential campaign team after postponing his parliamentary bid in favor ,113,7,politics,neutral
williamsruto,1456206775930310657,2021-11-04 10:28:45+00:00,At Naitiri market. ,19,3,,neutral
williamsruto,1459120954253131788,2021-11-12 11:28:39+00:00,Water is the driver of the Bottom Up Economic Model. The safe and clean supplies of the commodity will ensure that ,115,17,,neutral
williamsruto,1529073255662903296,2022-05-24 12:14:07+00:00,"That is why in the first year of our administration, Kenya Kwanza will fund the completion of the Mzima II Water pr ",116,17,,neutral
williamsruto,1411664001788960776,2021-07-04 12:31:40+00:00,"Sunday service at Presbyterian Church of East Africa PCEA Umoja, Embakasi West, Nairobi County and later acknowl ",113,2,,neutral
railaodinga,1049923121963302918,2018-10-10 07:22:33+00:00,I send my deepest condolences to the friends and families who have lost their loved ones in the horrific accident t ,116,15,family,neutral
railaodinga,1426155561855463429,2021-08-13 12:15:57+00:00,"If the criminal justice system ever works, it must for this family. I join and endorse the call for JusticeForKianjokomaBrothers",128,0,family,neutral
railaodinga,904269185785618432,2017-09-03 09:05:49+00:00,Attending a Church Service at St Stephen Church on Jogoo Road ,62,2,,neutral
williamsruto,1484168144298344451,2022-01-20 14:17:14+00:00,"Mzee Bernard Kathanga, a Mau Mau fighter and founder chairman of the Cooperative Bank, was an influential and respe ",116,14,,neutral
